URL,Status
https://formally.vercel.app/             ,Sucesso (Simulado)
https://web.archive.org/web/20231019124445/https://www.google.com/contact/,Sucesso (Simulado)
https://the-internet.herokuapp.com/login,Sucesso (Simulado)
https://demo.opencart.com/index.php?route=information/contact,Sucesso (Simulado)
